close,high,low,open,volume,ma_7,ma_30,close_lag1,log_return,return,sma_20,std_20,upper_band,lower_band,date,anomaly,anomaly_score
6.435713768005371,6.472038144326465,6.401790655529927,6.4423183458135185,601904800.0,6.430159330368042,6.430159330368042,6.424604892730713,0.001727620960374142,0.0017291141572344207,6.430159330368042,0.007855161038066386,6.445869652444175,6.414449008291909,2010-01-05,1.0,0.14783023493062442
6.333343505859375,6.461229308639555,6.326738929835494,6.435712029359036,552160000.0,6.397887388865153,6.397887388865153,6.435713768005371,-0.01603445787055063,-0.015906590292272094,6.397887388865153,0.056171936076341945,6.510231261017837,6.28554351671247,2010-01-06,1.0,0.13881536288785257
6.321635723114014,6.364264863379803,6.275705096078485,6.356759662485861,477131200.0,6.378824472427368,6.378824472427368,6.333343505859375,-0.001850305065505685,-0.00184859430639278,6.378824472427368,0.05964145706496707,6.498107386557303,6.259541558297434,2010-01-07,1.0,0.15234956442314107
6.363662242889404,6.364263059602432,6.276004326975004,6.313228509611582,447610800.0,6.375792026519775,6.375792026519775,6.321635723114014,0.006626044362625383,0.006648045160483958,6.375792026519775,0.05209420497077015,6.479980436461315,6.271603616578235,2010-01-08,1.0,0.1474627948004702
6.307527542114258,6.394285265000137,6.257693806687277,6.3882811039097005,462229600.0,6.364414612452189,6.364414612452189,6.363662242889404,-0.008860267893065234,-0.008821131391420087,6.364414612452189,0.05429289325888932,6.473000398969968,6.255828825934411,2010-01-11,1.0,0.14978023675882934
6.23577880859375,6.297320660021102,6.196752962752996,6.2799081915167845,594459600.0,6.346038069043841,6.346038069043841,6.307527542114258,-0.01144028760094018,-0.011375096349790639,6.346038069043841,0.06942847625787303,6.484895021559587,6.207181116528095,2010-01-12,1.0,0.13696634805389163
6.323737144470215,6.332142969425046,6.127106092687319,6.2402821166726685,605892000.0,6.331628390720913,6.3432504534721375,6.23577880859375,0.014006873236879111,0.014105429101373242,6.3432504534721375,0.06476004580115513,6.4727705450744475,6.213730361869827,2010-01-13,1.0,0.13338219787975647
6.287113666534424,6.318034696676718,6.274805536578112,6.3075278151255025,432894000.0,6.310399804796491,6.337013032701281,6.323737144470215,-0.005808264873674934,-0.005791429513767247,6.337013032701281,0.06340172987782919,6.463816492456939,6.210209572945622,2010-01-14,1.0,0.1448613350417589
6.182044506072998,6.352258907693509,6.180243257301275,6.3321449630759385,594067600.0,6.288785661969866,6.3215161800384525,6.287113666534424,-0.016853045867607434,-0.01671182772162952,6.3215161800384525,0.07729593537740835,6.476108050793269,6.166924309283636,2010-01-15,1.0,0.13420399887626822
6.455528259277344,6.4600313815979975,6.2213719107826915,6.254093397210241,730007600.0,6.307913167136056,6.3336990963328965,6.182044506072998,0.04328781518949485,0.04423839927643452,6.3336990963328965,0.08372486731607005,6.501148830965037,6.166249361700756,2010-01-19,1.0,0.09217255037675653
6.3561601638793945,6.47083643636577,6.289214968899267,6.451623521327378,612152800.0,6.306841441563198,6.335570851961772,6.455528259277344,-0.01551241096834803,-0.01539271325396891,6.335570851961772,0.08009142048970888,6.495753692941189,6.1753880109823545,2010-01-20,1.0,0.13669347794295894
6.246284008026123,6.403589784532219,6.220466923126691,6.366665405080015,608154400.0,6.298092365264893,6.328702633197491,6.3561601638793945,-0.01743771899285451,-0.017286561858159674,6.328702633197491,0.0805811655618729,6.489864964321237,6.1675403020737445,2010-01-21,1.0,0.13244081279499975
5.9364776611328125,6.229173663915011,5.918766189752913,6.207559488314014,881767600.0,6.255335058484759,6.3006865637643,6.246284008026123,-0.050870757065026105,-0.049598504726206305,6.3006865637643,0.13031669046538494,6.56131994469507,6.04005318283353,2010-01-22,1.0,0.0739319921124808
6.096185207366943,6.145117514813064,6.0097272955997,6.079373957879197,1065699600.0,6.222827638898577,6.287053140004476,5.9364776611328125,0.026547228561403582,0.02690274525578777,6.287053140004476,0.1362257760110024,6.559504692026481,6.014601587982471,2010-01-25,1.0,0.1023308497794434
6.18234395980835,6.415600436728625,6.081476445771641,6.182644167900338,1867110000.0,6.20786053793771,6.280508816242218,6.096185207366943,0.014034281374187432,0.0141332242231236,6.280508816242218,0.13418475580046538,6.548878327843148,6.012139304641288,2010-01-26,1.0,0.09452159641681257
6.24058198928833,6.321635754474203,5.989913488740547,6.209660962263698,1722568400.0,6.216223035539899,6.278160179362578,6.18234395980835,0.009375964463416204,0.009420056512317672,6.278160179362578,0.13028421053383463,6.538728600430247,6.017591758294909,2010-01-27,1.0,0.10263584600975684
5.98270845413208,6.169133623355006,5.964996982868184,6.152022568121193,1173502400.0,6.148677349090576,6.26174619462755,6.24058198928833,-0.042200061369361476,-0.04132203304096925,6.26174619462755,0.14430885792073955,6.550363910469029,5.973128478786071,2010-01-28,1.0,0.08100431064750435
